792.55,17,pies,Suspendisse non leo.,Aenean,IML90SVI4IG
830.53,38,salads,Sed,"venenatis vel, faucibus",ZFD39BIS6CQ
971.47,38,pasta,Cras eget nisi,dis parturient,ZGN67CLG6OO
280.97,47,noodles,sociis natoque penatibus,urna suscipit,IVZ87WMV8GE
829.47,8,soups,"enim,",auctor odio,RRD28SRW6KC
446.50,15,stews,lacus. Quisque,malesuada fames,HPS87UTB6SB
531.01,21,cereals,metus vitae,Fusce,GPR99VXF8IM
550.21,17,pasta,orci,pede.,WJY86RCU8PL
273.13,29,desserts,interdum libero,sodales nisi magna,XSV53VTG4JG
852.71,22,noodles,mus.,ante lectus,ZEM30MFC0BX
444.15,23,soups,neque sed,pretium,NGS85GDA3NI
479.22,37,salads,dictum ultricies,neque vitae,OWK89NMD3YV
401.04,1,stews,"vulputate, nisi",venenatis lacus. Etiam,ITL85PWJ4LU
7.44,16,noodles,"enim, condimentum eget,","erat,",TCS59FMU1WU
902.88,46,pasta,metus sit amet,interdum libero dui,YVN80DZW9QJ
555.68,31,pies,quis,ipsum. Suspendisse sagittis.,QNR93HFJ3DJ
634.99,40,cereals,risus. Duis,Morbi non sapien,QNG31HQC4TV
120.94,2,sandwiches,"cursus et,",Donec nibh. Quisque,YFU90GQQ3SH
82.73,6,noodles,fames,sit,NWN05HRB6UQ
653.79,47,cereals,dictum,ornare sagittis felis.,IMD76TVW2OH
756.99,14,noodles,tellus. Suspendisse sed,enim,AJS81CVU7RU
84.92,23,pies,elementum,nec luctus,GAJ79ELD1EA
281.24,9,noodles,Duis gravida. Praesent,dui nec,MXA00NXY3AE
953.87,19,salads,"iaculis enim, sit",lobortis,MUK26SUX5AU
622.70,19,soups,dolor vitae,penatibus et,JTW13IFK6HA
823.88,9,cereals,congue,mus.,FNG39QJC3MI
653.67,45,sandwiches,bibendum. Donec felis,ac urna. Ut,RBK00BZN9LO
625.39,13,desserts,"rutrum, justo.",Nulla,RZJ31OBH3JA
891.05,48,soups,lacus.,inceptos,GBS03CTZ1ER
475.81,20,stews,"vestibulum nec,",lorem vitae odio,WAS79IUU5WY
351.24,32,stews,lacus.,lacus.,ULP26WGD4GF
166.01,42,sandwiches,Nullam vitae,Nullam enim.,VMP60ECA0EN
967.40,43,sandwiches,"ullamcorper, velit",erat nonummy ultricies,ICB11GXF6VN
593.75,22,seafood,Duis volutpat,lacinia,NED79GCZ6WF
804.31,46,cereals,in molestie tortor,eget,JBD17LFX9HA
596.91,18,salads,et,luctus aliquet odio.,OGH81WII3OC
45.31,9,desserts,Vivamus,vel lectus. Cum,PLP40YZB8YT
430.09,23,cereals,Donec feugiat,dui,ZFG16UZB0HP
945.71,38,pies,pede,ac libero,QQC82WSQ5VH
92.21,9,sandwiches,nonummy,Vestibulum ante ipsum,SHM89ITB9TE
205.91,18,desserts,iaculis,faucibus. Morbi vehicula.,KVG79EWU8MM
0.64,45,cereals,ligula.,Nunc quis,MDJ99RAE2ZX
67.43,24,desserts,in,dolor,DZI30DJJ7IG
331.69,50,sandwiches,primis in faucibus,varius.,VKH82ZLC2FF
206.60,30,pies,sit,fringilla purus mauris,KOH98BUP1RE
339.77,36,stews,ac turpis egestas.,"facilisis non, bibendum",KQR28YLJ1CS
386.24,12,noodles,ante. Nunc mauris,fermentum arcu. Vestibulum,CJT84RDD3AP
213.59,32,noodles,"montes, nascetur",ac sem,MWO53UJU3VI
498.46,9,pasta,"ac, feugiat","gravida non, sollicitudin",GEM53UJS5KG
737.98,29,noodles,tempus risus. Donec,lorem fringilla ornare,SDV65MDD5WG
27.69,41,stews,Maecenas libero,"eget, dictum",IOQ90CJO0GD
4.26,27,desserts,Morbi accumsan,sem ut,RVH71DXI4RL
296.29,42,desserts,imperdiet,"est,",EYA66EIS8SW
637.90,30,salads,"ligula tortor, dictum",sociis natoque,LMF85GMI6TO
177.92,26,salads,erat. Vivamus,vulputate,ZYM32DES6OG
983.05,16,stews,ligula. Aenean gravida,erat semper rutrum.,CZV20AOX1QI
303.82,33,soups,tellus.,Proin nisl,TSU94DJM7FM
303.89,16,soups,"nunc,",diam. Duis mi,KZH59BCM9RS
826.11,25,noodles,Phasellus,Mauris,MBP47VGQ3HC
604.93,23,stews,Aliquam gravida,"aliquam, enim",VEA32AYP8YI
222.83,22,stews,risus a ultricies,et ultrices posuere,GPI14AGO7NX
195.52,2,pasta,tincidunt,"amet, consectetuer",ODO99SFB1AI
618.82,20,noodles,ac,Sed eu eros.,AJC17IOQ4FK
300.86,18,pasta,mi. Duis,et,EHA35VYI3WF
804.39,2,pasta,"a,",ante lectus convallis,ZXO05EMC2WC
834.46,4,stews,orci lobortis,gravida nunc,TWF99UUO0WE
641.77,22,seafood,a neque.,ac turpis egestas.,FLN68JEO6HK
417.81,18,soups,lobortis,Cum sociis,OBB50BIY0EF
586.69,29,pies,tincidunt,sed turpis nec,KPA81QZT3EP
674.25,37,seafood,"a, aliquet","a, magna. Lorem",XDR99UME6KS
257.56,17,desserts,"eleifend, nunc","urna,",BJI38ADT8NO
297.45,16,seafood,Mauris ut,"lorem, eget mollis",NGF01OKZ0FK
621.12,20,soups,Lorem ipsum,turpis vitae,XAH76UWA1FA
424.29,2,pies,lacinia.,sit amet diam,IJC95KPI1SR
784.40,15,sandwiches,morbi,litora,GBS37GWM9VV
211.86,21,desserts,"dapibus rutrum,",in,BDV11DII5GN
328.23,31,desserts,velit,"imperdiet,",UNS86IHP9EJ
846.53,21,salads,Cum sociis,pharetra,MNC53JQU4GN
434.73,31,sandwiches,vitae aliquam,"dolor,",RMJ36DPG8JT
725.00,6,soups,pede nec ante,dignissim.,BFF30GEI9VG
832.17,23,cereals,Mauris,in felis. Nulla,WWP74BXQ5JA
161.14,37,stews,eros nec,"a,",QTW56KHM3BU
697.67,1,cereals,"amet,",massa. Vestibulum,HSX01XUH9BN
826.83,43,stews,"nostra,",luctus et ultrices,BDH45OUA2QK
253.20,43,salads,et arcu imperdiet,"nisl sem, consequat",KET25PBG5OL
934.82,35,soups,vitae risus. Duis,odio. Aliquam,LAO49EZI0EP
385.73,17,soups,eget metus.,lectus pede,SWJ33XKN5SF
493.36,2,soups,interdum.,Quisque,SBJ81RPH6QX
596.33,23,noodles,Sed,vehicula,XDD75SIW2GS
188.43,2,cereals,"facilisis, magna tellus",Cras vehicula aliquet,EZP81UFW0YD
202.07,27,salads,Suspendisse eleifend. Cras,dapibus ligula.,JKL05TUS3EW
80.51,9,cereals,cursus,"at, libero.",PWX18HNU1MS
486.18,41,seafood,"et,","Donec nibh enim,",GTY60WQK2LI
36.27,22,soups,Nunc mauris.,Curabitur egestas,NZC20GEM9DI
808.38,12,pasta,magnis dis parturient,euismod,GLL33ZQN8ZD
811.58,23,pies,leo.,"quam, elementum",YKL28ZCK0PW
528.94,15,noodles,lacus.,est ac facilisis,JXF32KPE0UV
206.71,45,salads,et arcu imperdiet,"Quisque imperdiet,",BWJ55EBI4GT
97.92,49,stews,magna. Sed eu,orci sem eget,UKZ85PWS4UE
138.17,46,pies,Suspendisse sagittis.,erat volutpat.,RVW55ACD1IX
120.19,40,seafood,Maecenas mi,eget,EYS16TVE8KA
680.51,16,noodles,quis diam luctus,erat.,QOJ88AQX9PB
946.59,33,seafood,Aliquam,"eget, dictum placerat,",JXC90MIG7QM
457.76,39,sandwiches,"et, lacinia",turpis egestas. Aliquam,LQM83AZR2NM
332.85,18,salads,velit egestas,leo. Cras,QRH47GFE3JR
723.84,9,salads,Maecenas iaculis,sed,BFQ18UOC7HJ
605.83,30,pies,tempus,enim diam,VSX37CEI0TL
6.98,4,cereals,Cum sociis,mi,TEQ88WUP2AY
27.77,9,stews,In,pretium neque.,WYV13FZU8KD
602.43,5,pasta,neque sed sem,ultricies,SPW15XZM6HV
720.95,17,seafood,a,"varius et, euismod",FGJ50ZNB8MJ
669.98,11,desserts,magna.,ligula consectetuer rhoncus.,FST24MDN0OB
355.37,35,sandwiches,Proin,"egestas, urna",XWJ25PYT0YQ
761.94,36,sandwiches,vel nisl.,magna. Duis dignissim,VYH73KZZ6EB
65.70,45,seafood,dui.,magna,TGD72MKB7QJ
674.03,11,noodles,lorem vitae,ligula. Aenean,ZNL03NGC9ZT
189.14,10,sandwiches,erat. Sed,dui. Cum,MTF61DDG5VW
206.03,5,desserts,arcu ac,et,XLB55IOW5CJ
737.02,45,soups,egestas.,"scelerisque, lorem ipsum",QKO60OIV1PC
924.05,39,cereals,nec enim. Nunc,"nonummy ut,",CDT70MYK8GY
365.43,36,pasta,blandit,vestibulum. Mauris magna.,ROY60CLY4VA
577.89,38,cereals,Lorem ipsum dolor,Aliquam erat volutpat.,RMH68QUU6JC
403.73,19,soups,libero at,amet,ULC48MZG7RD
680.99,11,noodles,Sed,nec urna suscipit,BLR21FID7YJ
340.90,36,desserts,Curabitur,Aenean euismod mauris,ELT02IWP4EG
260.54,47,sandwiches,semper tellus,sapien. Nunc pulvinar,QBK33AQG4AG
723.64,23,salads,"ac, fermentum",id sapien.,NAP62FQM9TM
213.07,37,cereals,neque.,turpis,VMO87CDK9NA
442.25,19,noodles,Suspendisse dui.,neque sed,ZHI81JPV0SA
46.70,8,pasta,Lorem ipsum,commodo,RLB21XFC6BD
595.28,19,noodles,"ut, nulla.",Nam ligula,HWH19VRT1LZ
59.07,25,pasta,non nisi. Aenean,"libero est, congue",ABY96NDP1DI
405.23,50,pasta,nulla,quis lectus.,BGG50MJH6RM
156.91,39,soups,ut,Quisque fringilla euismod,SEA97MTD6DN
806.86,46,desserts,"nunc est, mollis","aliquet,",LNN34ZNG0XB
495.51,30,salads,sed pede,condimentum. Donec,UZJ60BBT7LM
577.20,46,pasta,"eu, ligula.","faucibus id, libero.",SNN49LTF5MK
17.97,41,pies,aliquet,euismod mauris,MAB64RKD3RV
710.69,17,soups,egestas,"amet, consectetuer",XLH77YXF2KX
851.89,1,salads,Ut sagittis,ante lectus,SVP96PVS4UB
208.65,33,pasta,"eleifend,",diam,RDZ01UNA5JK
874.96,32,cereals,erat vel pede,"at auctor ullamcorper,",KIA52KUB9LT
658.12,8,sandwiches,lectus,arcu ac,BWK67EDE9NO
810.20,9,noodles,"Cras dolor dolor,",quis arcu,AVF95EHK9TZ
549.47,41,salads,Nam,sollicitudin orci,SHF70AOC7AR
658.81,12,sandwiches,"lectus, a sollicitudin",feugiat,URH70VQX6SZ
809.50,45,stews,"ultrices sit amet,",ante dictum,SFX61HRM9OY
895.05,36,pasta,"nulla magna, malesuada",dictum ultricies,UEL08WJF0SH
263.27,13,noodles,semper pretium,Donec est.,DRS01RVA4UO
788.52,29,salads,"fermentum risus, at",ante lectus convallis,OYP51BWO1UB
514.15,23,pasta,In mi,consectetuer,RED68JGW9AT
872.00,3,desserts,aliquam,et ultrices posuere,WPH35EXG0FE
85.86,30,cereals,et pede. Nunc,arcu.,XJI53KTW1CD
816.99,33,soups,"est, mollis",porttitor interdum.,FTU93BLW4GR
124.42,46,cereals,"elit fermentum risus,",molestie sodales. Mauris,XZP12OCZ2TI
154.72,18,soups,justo,tincidunt adipiscing. Mauris,KKH91WJR2TD
21.63,34,pies,risus quis,enim. Curabitur massa.,ZOZ86NPG0UR
365.27,50,desserts,lacus,"at,",LSO82IGV4RR
213.29,5,stews,quam quis,sit amet massa.,ZLC20EMF4LB
909.89,28,seafood,eu tellus.,non,VWP18PBM0QY
184.94,49,desserts,sit,sagittis semper. Nam,SPV65EXI0GF
304.69,4,salads,Duis dignissim tempor,amet ante. Vivamus,AUH99MLM0CU
164.10,32,salads,"tortor, dictum eu,",orci. Phasellus dapibus,WUV95ZVF8TG
374.09,1,cereals,Nunc commodo auctor,urna. Nunc quis,YCO42HJX8TL
612.67,26,pasta,vel lectus. Cum,"vulputate, lacus.",DSH16MZU6EL
869.23,9,salads,sociis,diam,XYU46AGM2NJ
394.11,30,salads,Quisque,"faucibus lectus, a",MYK29MAS7IR
868.39,31,soups,sit amet metus.,egestas rhoncus. Proin,FBJ30GWH0JV
8.30,32,stews,eu,ligula,RJY00JOI6PP
479.30,6,pies,pede.,et,CIA91YJS5RU
885.66,16,salads,ut quam vel,enim nec tempus,GZS23TRX0KB
62.51,5,pies,"in, dolor.",condimentum. Donec at,CKT04ETQ8NL
353.24,33,seafood,interdum. Sed auctor,tortor. Integer,DHC39YTY3UJ
196.37,8,desserts,pede.,ornare. In,PJI44HFD3TV
418.95,9,seafood,"nec, imperdiet",egestas. Aliquam nec,VTV98JLB9HL
483.37,47,noodles,"non, luctus",sit amet ultricies,EFQ89IUB4OO
549.40,42,cereals,Phasellus fermentum convallis,Donec est.,YUH45FMD1SA
351.17,18,seafood,eget,ac sem ut,GWM78CAD1KI
631.45,24,cereals,pede.,sem semper,VCN46XGW4WC
926.87,48,sandwiches,vitae dolor.,"sem elit, pharetra",UTD71JZR3QM
551.41,5,soups,venenatis,metus.,OXK84KYW3VA
287.45,41,pies,Cras convallis convallis,sem. Pellentesque ut,LSZ06HSF5LW
335.25,7,noodles,ipsum cursus,Cras vulputate velit,GDT07POW6EA
104.96,45,stews,Aliquam nisl.,Integer aliquam,ZPV60NAG1GT
46.84,39,pasta,lorem,risus. Donec nibh,NQW73IUT9JL
548.31,46,seafood,erat. Vivamus,"arcu iaculis enim,",BTF51NOK4FX
889.53,15,seafood,bibendum fermentum,habitant,OSB02KHT1TG
455.08,41,seafood,pharetra,"vulputate,",WQT64THA9VJ
384.32,46,pasta,nec ante. Maecenas,arcu imperdiet,BUZ81OAW2DY
976.73,2,soups,"Quisque libero lacus,",Nam,UGP68YZX4HS
643.04,38,sandwiches,ut mi. Duis,dui. Fusce,FFZ24JSW2JL
156.95,4,seafood,nec ante,Cum,CFD06OWM9CN
957.27,47,noodles,Morbi sit,Cras interdum. Nunc,WJV91ESS1WM
319.08,16,noodles,pellentesque massa lobortis,amet metus.,YWP70BKC9HK
251.46,31,desserts,velit,habitant,CQY38HEZ4XB
614.15,37,sandwiches,Quisque,turpis. Aliquam adipiscing,GQQ23UQG4FL
523.77,39,soups,mattis,magnis,JIK73NWP1BD
925.89,4,cereals,ligula. Aliquam,Donec feugiat,LJZ02VMY5QW
151.19,42,noodles,"non,","lorem, auctor quis,",IGE67YQP8NY
201.23,7,salads,"pede,",amet risus. Donec,PCK80RPH7UW
109.38,17,stews,risus. Nunc ac,"non,",KAJ43QGH2EU
6.43,43,desserts,ipsum,convallis dolor.,DBK60SLL3SM
16.38,36,seafood,vel arcu eu,accumsan laoreet,EPM11HQJ3SH
696.61,35,pasta,penatibus,tincidunt vehicula,VLI90FDF1AM
730.13,50,soups,vitae,mi eleifend egestas.,NFH22VIR2RV
314.96,7,cereals,dictum,dapibus,HCP98PUZ6YR
155.85,3,pasta,velit.,ullamcorper magna.,AZX77EZF9US
632.33,5,cereals,ipsum. Donec sollicitudin,ultrices posuere cubilia,XSP30ANO6FE
179.92,10,cereals,tempor bibendum. Donec,elementum,JEL59HBH9LH
271.50,50,soups,eu,Donec egestas.,TGI47RWW4NU
187.19,25,sandwiches,ullamcorper,dolor. Fusce feugiat.,KKO56WBN1IG
17.28,44,soups,eu,torquent per,TNR83EZY7JE
577.20,9,soups,cubilia Curae; Phasellus,felis. Donec,ZFA60OZS7RR
855.71,46,noodles,Proin vel arcu,erat vitae risus.,ANP03OEV8SP
668.33,35,soups,non,magna,TIG71VHL6PO
228.30,1,seafood,ipsum.,Proin ultrices.,EIN25VMI8CD
833.97,27,desserts,a mi fringilla,"egestas,",XTB52ZYW8EN
81.55,4,stews,pede.,erat vitae risus.,GIT51PDG1BL
771.86,10,pies,vitae,tincidunt,SWZ52GWM4PO
699.47,38,seafood,fames ac,Cum sociis natoque,QHI83RMR5FJ
567.98,16,noodles,Vivamus non lorem,"pellentesque a, facilisis",KLF08SJY7GC
768.91,48,soups,eu,urna et,RVB51BZC2VJ
680.36,35,noodles,Nam ac,auctor,IDD24QOY3BH
117.91,28,salads,aliquam eros,"condimentum eget, volutpat",FHN03QEI0SB
950.79,19,seafood,"id,",at pede. Cras,DIO70OGF8EF
686.33,28,noodles,egestas,"rutrum,",FJA76ONY3DU
485.84,45,soups,pharetra. Quisque,et,HVU62SQA5VQ
357.15,10,sandwiches,egestas,In tincidunt,SNP59CIU6DE
447.33,32,soups,"lorem. Donec elementum,",risus.,JHV26RLO3SX
710.47,13,sandwiches,"tincidunt,",primis in faucibus,AVA95DRR1GC
123.17,8,sandwiches,Sed,natoque,BHM60EER7OR
547.71,42,stews,feugiat metus,"magna, malesuada",ZCO83PUU6JT
587.57,14,seafood,Aenean massa.,aptent taciti sociosqu,IPL25VVZ8SA
532.14,44,desserts,"arcu iaculis enim,",venenatis,KWE30FTY1CW
549.22,50,desserts,non ante,non,PIH34UHS7QD
767.24,19,cereals,sapien molestie orci,"ligula tortor,",SJH18EGY8RE
234.43,33,salads,"rutrum urna,",eu dolor,VWR70PUN2PD
806.07,50,noodles,Sed,tellus sem,OWE97SZD7JC
772.69,9,desserts,nibh sit amet,convallis dolor.,UZN14UJA2CC
852.43,49,pasta,velit justo nec,risus.,CUR59ZHL4YN
326.66,48,stews,consectetuer ipsum nunc,sit amet,HUN55RJW7BD
27.75,15,cereals,nunc risus varius,sapien molestie,HAW68GMT5IY
567.08,27,soups,cursus,blandit viverra. Donec,TET53NGK0DD
645.27,21,pies,Etiam bibendum fermentum,at sem molestie,JZG67UHQ4YT
832.05,47,desserts,nec,odio. Nam,SUP27OAO0BG
81.18,16,stews,commodo auctor velit.,"mollis non,",ULV29AZO9ID
429.48,9,sandwiches,magna,eu,KNO06YBS0PJ
390.16,21,pies,nisi a,fringilla euismod,XGI07LVG1UG
143.72,33,salads,"risus odio, auctor",nec urna,OAL59GIB1XQ
742.90,5,stews,"at, iaculis",libero,BDF09KVS7QB
