631.70,25,seafood,pharetra nibh.,Cras vehicula aliquet,PHQ81SBX1SC
100.43,17,desserts,Donec,arcu,GOH44BHR7CL
506.02,14,pasta,"nec, cursus a,",nibh. Phasellus,VOK65SRW8GF
719.23,16,soups,nunc sed,"ac mattis ornare,",THP80AUR1FM
4.00,47,noodles,Proin vel nisl.,luctus felis purus,MKK36KPG1KY
256.82,24,pasta,fermentum arcu. Vestibulum,"sit amet, consectetuer",OCY80RTD0ZC
514.56,10,soups,metus.,magna. Phasellus,BRS65ZVU3PZ
144.21,30,pies,"ornare, lectus","parturient montes, nascetur",GRO39XPP2MI
853.02,40,cereals,amet diam eu,est ac,UNK80QOD9HS
471.46,32,salads,"vulputate dui,",Vivamus sit amet,HSX59JIW3ZB
802.34,17,cereals,"a,",eu dui.,AID25MTS3NW
633.48,18,noodles,leo. Morbi neque,ante lectus,MQR83HOH6LS
10.77,32,soups,nulla. In tincidunt,Nunc sed orci,QSJ13GAN4WQ
931.67,31,sandwiches,Aenean massa.,magna. Praesent,VSK07EMT3HJ
484.21,47,pies,euismod mauris eu,"id, libero. Donec",PLL51TPQ3BY
804.23,42,seafood,tempus risus.,sit,AQN39VFX1AY
893.00,10,salads,"cursus et, eros.","a,",OJL30DFG6WG
121.61,7,noodles,Proin mi.,"luctus,",KVE67CAM4OU
504.13,22,pasta,"eget, volutpat ornare,",mattis. Cras,VAC83PVT0BI
23.24,45,soups,eu tellus,sed,MFZ42DRF0PE
194.86,40,salads,fringilla euismod,"neque tellus,",SSY30HJV4YZ
226.33,49,cereals,eros nec tellus.,magna tellus faucibus,OVE39WFO2WN
919.58,28,cereals,enim commodo hendrerit.,magnis,WBD54DQW7XY
825.71,45,stews,"est, congue a,",orci. Donec nibh.,NNX19OYO3RJ
476.50,39,salads,"enim, gravida",dui augue eu,YWG76LUE5SJ
722.61,42,stews,accumsan neque et,felis,QWG09XDG8EB
707.67,21,noodles,"aliquet nec, imperdiet",Integer,DLD39OOG2DP
997.59,7,seafood,facilisis. Suspendisse commodo,nec,FDK45SFS7CD
597.40,5,pies,ornare,odio.,ZVD34JPQ8ZY
873.47,37,sandwiches,neque et nunc.,sed,RLA42KUL7MQ
51.62,5,seafood,Aliquam,"pharetra ut,",FOV74VRF9ZV
322.35,38,sandwiches,nisl,dui. Fusce,GWI88BDX7KU
352.27,24,pies,"non, feugiat nec,",Aliquam nisl. Nulla,OME78RLI7HV
870.75,36,desserts,diam at,tempor,ULV16ZZN2GN
766.70,42,salads,diam. Duis,"montes,",MZK96LJT6MR
196.17,22,sandwiches,Integer mollis.,Donec egestas.,TBS97ZRW0MG
867.44,16,desserts,pede blandit,lorem,XKH33XAG2LN
688.46,48,desserts,erat nonummy ultricies,augue ac,FLI08TLO8EC
256.72,26,desserts,"Integer sem elit,","semper et, lacinia",YXA04IVC4AC
909.76,16,noodles,turpis non,Aenean eget metus.,VGK76DFK2NC
463.90,29,sandwiches,amet,penatibus,RYI39OWW4VY
349.45,37,sandwiches,magna,ante lectus convallis,JEP11HZS5QE
904.58,42,cereals,sagittis. Nullam,laoreet ipsum. Curabitur,CKJ69CMR5TK
818.53,31,salads,ridiculus mus. Aenean,nisi.,UHQ42DWE5UR
737.32,46,sandwiches,"nisl sem,",pulvinar arcu,ETW97FBT3EQ
70.00,22,soups,elit sed consequat,eu nulla,AFY35MTD6RB
552.08,9,pies,nulla.,ante. Vivamus,QKU23IQE5XR
457.41,14,salads,fringilla.,rhoncus.,DYD29LWP5PW
511.28,17,stews,Proin non,Sed,ZKH92QVQ0CS
613.21,12,noodles,"mauris sapien,",iaculis odio.,PYP46MUN3OV
411.57,22,noodles,"consequat auctor,",consectetuer rhoncus.,APJ49KIT7MD
104.04,15,desserts,ante ipsum,odio. Etiam ligula,EJI29EDI6FB
603.29,35,sandwiches,molestie. Sed,"felis, adipiscing fringilla,",PNJ97XRE4NN
513.69,4,stews,venenatis lacus. Etiam,eleifend. Cras sed,HXU25OZL5UH
871.95,9,pasta,egestas. Duis ac,mauris,UZL15IJT4DX
307.96,18,desserts,"sit amet, risus.","lorem, eget",YPH07WZJ5UQ
923.93,17,sandwiches,est,suscipit nonummy. Fusce,EBN66UQQ8OS
567.81,33,sandwiches,"fermentum risus,",neque vitae semper,DTO80SIZ7HW
726.32,38,cereals,Cum sociis,"est mauris, rhoncus",VXQ49FKM2CW
439.21,23,desserts,quam,tincidunt,HWJ91TEZ5SD
7.47,27,desserts,parturient,Aliquam ultrices,PHG78AWY2HA
727.53,30,seafood,dignissim pharetra.,Donec est. Nunc,PTT51ELO5NY
559.55,36,seafood,In faucibus. Morbi,Proin mi. Aliquam,YGS59MTE8UZ
87.27,35,seafood,aptent taciti sociosqu,"at, velit.",HDS82WBU5LK
844.91,49,salads,dictum,Duis,PXN31LLP9AV
842.44,11,pasta,gravida mauris,nulla.,IXP10RHC2JG
308.82,20,soups,Quisque varius.,"lacus,",LTC94GGN1NG
495.96,44,seafood,Donec egestas. Aliquam,vestibulum massa,ZAM33DMK0VQ
406.24,25,soups,"parturient montes, nascetur",enim,CNO62TVH0YC
927.65,26,sandwiches,magna,pede sagittis,BIE91ZGQ4OE
495.46,6,pies,Integer,justo sit amet,IKU51VHC1HQ
473.78,48,salads,"facilisis vitae, orci.",massa. Quisque,RLZ00DJM2CC
637.54,48,soups,fermentum,sollicitudin,SOO73OXX4BJ
815.26,34,pasta,Curae; Phasellus,netus et,FMC33EMV0LG
