77.03,6,stews,ipsum primis in,sodales,ZFX22OXG9UX
542.89,46,sandwiches,Suspendisse sagittis.,Vestibulum,OKH20ECM0RH
351.17,28,noodles,pede.,neque.,MHG19HEH9NC
81.79,12,sandwiches,ridiculus mus.,semper,RXW27BNW9GP
753.40,14,salads,"congue, elit",ullamcorper,XUF99NOO4LM
243.01,32,salads,"quis, pede. Suspendisse",lectus.,JBB18YED3DJ
957.93,33,pasta,"Curabitur consequat, lectus",nulla. Donec,JZD16UGI7YS
690.33,12,seafood,a,sit,FEJ29UTI8OI
144.44,21,salads,orci quis,urna,CJS44IJG5UN
945.49,24,stews,"consectetuer,","Integer vulputate,",TST89YYQ6AJ
176.85,27,noodles,elit.,"volutpat ornare,",IIZ74VZR8UC
718.72,19,pasta,nec,mauris ipsum porta,MZQ05AYU5AD
934.23,4,noodles,"rhoncus id,",Pellentesque tincidunt tempus,YPJ38SCU5WQ
274.32,10,desserts,ut dolor,lorem ac risus.,FKZ36VJN4RL
110.95,15,salads,aliquet,massa rutrum magna.,DSB06LKJ0LZ
71.70,29,stews,magna. Duis dignissim,"consequat, lectus sit",ZET71IGN6TU
41.74,8,sandwiches,fermentum,dictum. Proin eget,SQO95UUJ1KV
74.87,7,seafood,"a,","mollis vitae, posuere",GWZ46AWK2DO
44.26,41,pies,nonummy,Aliquam nisl.,JJU29FXY8WN
993.33,6,sandwiches,rutrum,Sed eu eros.,WOG98YUM1QP
860.24,38,pies,urna. Vivamus,pharetra. Quisque,OUE02KJA4FJ
503.40,33,desserts,odio.,erat,ZMU77NJG4ZA
894.08,45,salads,dui quis accumsan,commodo auctor velit.,MWA08KBX3JO
242.92,45,sandwiches,in sodales elit,id,VNX63OOQ7VG
798.95,33,desserts,nec ante,Etiam vestibulum massa,RCY62JEI1DH
68.40,31,pies,ipsum dolor,pede.,JUJ50BJV8BS
327.13,1,sandwiches,"elementum, dui quis",luctus lobortis.,YSX88EWX0FN
900.87,18,cereals,lorem. Donec,fringilla cursus,SOM00HEJ9LP
287.54,6,pasta,accumsan,"ornare,",KSU71BOY9CD
980.52,8,sandwiches,"nec, cursus",quam,LLZ94WVK3XE
346.04,25,sandwiches,non,In ornare,TTR70EIA0MQ
352.59,40,sandwiches,"at, libero.",tristique pharetra.,RQC10RHP5IB
487.81,22,pasta,"eu, ligula. Aenean",orci quis lectus.,LSO62ROB9AS
988.22,44,pasta,libero,ligula. Aenean gravida,VXI60XYS1XF
240.18,5,pies,Donec at arcu.,elit,YOH31PYD4SR
245.97,10,seafood,malesuada fringilla,in,CWW01ZOJ1GX
613.24,6,noodles,malesuada fames,ullamcorper,FCA24GRN8YY
388.00,10,seafood,Nullam enim.,Curabitur,AYL47NRB0PP
912.55,21,soups,"fringilla, porttitor vulputate,",vel quam dignissim,TLS14DJB0ZB
358.85,12,soups,Quisque,Nulla,GTH63NOF8ZV
718.71,34,pasta,nunc sed,porttitor scelerisque neque.,GKN07JTJ7YU
227.71,39,stews,dictum,"sem, consequat nec,",RDU06WVA5FE
880.71,3,pies,lacinia,dictum magna. Ut,XJK49MDM5ZO
45.23,28,stews,Quisque,ac urna. Ut,ZYL84YGZ1BV
364.45,3,desserts,mauris sit amet,amet,ADH02QLT8XV
83.84,39,cereals,nonummy,Integer id,RYG55HBF7EG
702.85,25,salads,ligula.,in,PQO68SLV0GM
