803.34,41,cereals,dolor,sed dui. Fusce,KXF43RTV7CX
327.73,39,pasta,feugiat metus,"nonummy ultricies ornare,",NIL74LEY2WU
982.52,35,cereals,Class,aliquet,CIK45MUO4MK
709.85,7,noodles,vitae odio,adipiscing,TSD79ZQK1CX
753.86,42,cereals,ante. Maecenas mi,parturient,AOO45BAL4IM
225.22,45,soups,mollis.,"sit amet, consectetuer",VBK96ZIM8IS
932.73,20,pies,arcu. Vestibulum,lacus,OSZ93SPO8PE
497.22,16,noodles,a feugiat tellus,sagittis felis.,QEO94QWM3DB
125.40,24,stews,mauris,orci quis,NBI46TCT6KH
418.45,27,salads,"parturient montes, nascetur",ante,PUD77HVI4EW
444.15,8,salads,lorem vitae odio,ac turpis egestas.,EOK56QKW7GS
650.24,25,seafood,Etiam bibendum,elit,IJP79IPC4SR
272.56,43,salads,leo. Cras,lectus pede et,UIB80AHU5UE
131.50,3,soups,Nulla tempor augue,mi eleifend egestas.,LUP42WME3KL
727.08,7,sandwiches,enim. Etiam gravida,viverra. Maecenas iaculis,AIQ72TAB3XN
960.09,47,cereals,in molestie tortor,penatibus et,FFO30JSQ9QZ
387.90,40,cereals,sit amet luctus,sociis natoque,JAC91QVU0EN
709.88,36,cereals,eleifend egestas. Sed,penatibus et magnis,CVZ73KPQ8GO
412.26,41,seafood,"Aliquam auctor, velit",consectetuer,MLN08YIJ9WT
839.83,33,salads,orci.,Mauris nulla.,CKJ30LQD2ZE
44.42,49,cereals,ut,pede.,RPF53RWR0AN
175.26,3,noodles,Aliquam rutrum lorem,felis purus ac,BMG23RHR2NC
267.36,44,soups,Cras dictum ultricies,mauris blandit,DUI43AMW1WX
304.32,34,stews,"vulputate, posuere",lectus justo eu,DAD28FXQ6QR
339.14,45,desserts,lacus. Ut,eu turpis. Nulla,MKL99ZBR6YO
178.43,29,soups,justo. Proin,adipiscing,FWZ32RJL1TR
120.22,17,desserts,Phasellus at augue,erat semper rutrum.,CJV92SJD4KR
907.12,19,soups,enim. Mauris quis,"dictum eu,",XLO84QLT4QT
678.31,46,soups,"elementum at,",venenatis,VRL28WNQ2BC
24.22,35,sandwiches,"Integer vulputate,",mauris. Integer sem,PGR06UEN3QT
892.89,47,seafood,Duis dignissim tempor,nisi a,TFM62IVW0XV
471.00,47,salads,Vivamus rhoncus. Donec,Aenean eget metus.,FBK48NZH8ZZ
162.38,18,pasta,Proin non,id,SRT99SDI2VM
425.34,7,pies,Morbi accumsan laoreet,"varius orci, in",DMT23NOE8FY
225.89,46,cereals,tortor.,tempor augue ac,VHK82LNG4ZL
592.53,45,noodles,Proin,"eu, odio.",BZC84XAQ7NW
281.89,5,desserts,facilisis.,Nunc commodo auctor,GFX54NAW1BM
432.07,43,sandwiches,sed,"auctor non, feugiat",PES79EUW6PB
96.60,12,stews,varius.,sit amet ante.,JPO17HXZ5GJ
22.80,31,soups,nunc,"cursus,",ARJ93LDP4CH
534.93,32,sandwiches,sodales,Duis,EQQ97LLB3KZ
965.18,34,pies,In faucibus. Morbi,et ultrices,NES38RTI4OI
719.26,3,salads,"felis orci, adipiscing",feugiat. Sed,PRJ53NTG2SB
417.36,18,stews,ac metus,ornare tortor,TUW11QPY1KC
823.80,12,cereals,ipsum dolor sit,id magna et,IBS05HVM0HX
226.47,1,stews,vitae risus.,Integer mollis. Integer,YQY54MXF0PB
794.41,21,sandwiches,Integer mollis. Integer,Nullam ut nisi,TVP13WBU3PW
198.99,39,salads,Sed eu nibh,penatibus et magnis,SVM27HZS3LF
69.47,42,pies,dui. Cum sociis,euismod,VDW96NPH0MA
664.97,33,seafood,"mi, ac",in lobortis,NPW51AWT7JX
849.93,33,soups,"consequat auctor, nunc",sollicitudin adipiscing ligula.,ECX07MHJ2XQ
900.03,35,pasta,nec,"euismod ac,",ZNM62EFI6VS
588.38,18,cereals,Aliquam nec enim.,libero,LXG04AJV0XK
807.80,2,stews,tempor,ad litora torquent,BTD12RZA6ZW
637.56,13,cereals,Vivamus,mi. Duis,MCN57CAL6MB
305.93,9,pies,sit amet ultricies,Duis dignissim tempor,RXR30OUE7JD
497.22,20,pasta,Cras,mi fringilla,LDB61NCP7AR
409.58,29,sandwiches,nec tempus,ultrices iaculis,SYS47CVJ6EL
223.27,18,sandwiches,Suspendisse,Sed,KNL17VOX6YB
322.47,2,noodles,"consequat,","mauris elit, dictum",GEH85YBC7ZB
362.16,6,cereals,magna.,vehicula.,ACG07KLN3OC
134.97,44,pasta,augue. Sed molestie.,"ornare,",VTB51EEC6LG
