830.60,42,stews,gravida nunc sed,nunc,SLX33OWP9BE
575.69,26,noodles,dui nec,scelerisque,DBF10GPW7VI
353.99,29,cereals,amet nulla.,Nulla facilisis. Suspendisse,XRI67XUA6NT
995.31,33,cereals,Donec felis,amet nulla. Donec,OCB85MLC2ZB
176.20,22,desserts,malesuada,"vel, faucibus",TDI71KAU5OH
832.43,47,desserts,a purus.,"lectus, a sollicitudin",FJU06UEE8GW
516.25,15,sandwiches,vel,molestie pharetra,XOX77JCL6GR
798.39,24,soups,"dictum mi,","Nunc ullamcorper, velit",AOI60TMO0II
566.94,11,desserts,"dolor, nonummy",odio. Nam,DVR29RWE5IT
819.59,16,soups,"mi enim,",enim commodo hendrerit.,PRM01EAD7BL
509.07,2,noodles,dictum cursus.,Sed,END52TDW7HX
928.55,21,salads,purus.,"purus,",XPQ35ZNX4IQ
685.81,15,salads,Aliquam,sit amet,SAM10JAN0ZZ
480.82,31,noodles,Duis,diam,FSM74QBV1ZE
216.72,34,soups,justo faucibus,"convallis, ante lectus",UDY11AJT3NC
829.89,36,pies,"lectus, a",urna,NWP39MTF3QB
538.93,21,stews,"tempus eu, ligula.",Donec,LLE15CWP9LG
685.46,47,desserts,"at pretium aliquet,",fermentum fermentum,TRE57DJX4OR
228.13,35,pasta,volutpat. Nulla,interdum. Sed,YXZ79MZU3CU
252.42,30,desserts,"amet, consectetuer adipiscing","vitae, posuere at,",FBH71CBK1YV
964.17,13,cereals,"lorem, eget",Duis,KUR45UDB8HT
68.58,7,pasta,ipsum nunc,aliquet,WAE83FEV6PM
655.81,11,pasta,cursus.,ut nisi a,SLU02LHP5JV
203.76,21,soups,Suspendisse tristique neque,euismod,YKH45UMF8QR
38.31,30,pasta,nonummy ipsum,consectetuer,UED92YVO5RW
791.29,3,stews,"imperdiet nec,",Etiam vestibulum,FEI51CBB0ZI
52.21,24,cereals,interdum.,"nonummy ac, feugiat",JPY48AGW5EY
108.05,4,pasta,eget,ridiculus,ILY98OLM7ED
559.56,9,noodles,tellus.,luctus,MHQ40GXN0PK
259.18,32,noodles,Integer vitae nibh.,Cum sociis,MGZ41NOF4UN
963.36,24,seafood,vulputate ullamcorper,egestas lacinia.,WYW58ESA5NO
677.16,45,desserts,tristique aliquet. Phasellus,nonummy ipsum non,IZJ04CAP4CO
860.85,38,seafood,"nunc, ullamcorper",Donec fringilla. Donec,UCT87EUX6CB
84.24,45,salads,at pede. Cras,metus. Aenean,MQG97KCS9UM
732.77,46,pies,mus. Proin,auctor,TAQ93LSX0OZ
63.46,30,stews,pede. Cum sociis,quis,SVB18ATT9FW
734.61,46,pasta,"Sed pharetra, felis",risus. Nunc,RSF79OWV0MW
66.86,1,desserts,"a,","tellus,",NLA78PUP2JV
781.85,36,seafood,blandit enim,nec,OJX02KSQ1ST
733.65,6,pasta,egestas hendrerit neque.,sapien molestie orci,QRG88IVB3IM
536.91,21,sandwiches,sagittis felis. Donec,nibh.,BKC43SNK4SF
857.08,33,cereals,ullamcorper magna.,non lorem,ZXQ92HAR7QI
426.11,22,seafood,Nulla semper tellus,"adipiscing non,",KKC27WXD4XT
305.78,48,salads,bibendum fermentum metus.,lacus. Aliquam rutrum,HAT73NRH5BL
160.69,47,cereals,nisl. Maecenas,odio. Phasellus,VXK90OBX1IK
279.08,39,cereals,"mattis semper, dui",nec tempus mauris,DJP42BFE7KR
72.55,22,stews,"et, commodo at,","eget,",MAH36MWI2NF
375.72,4,stews,"in aliquet lobortis,",id,JMO77JWH7OL
645.04,39,cereals,magnis dis,Suspendisse ac,MJI83HBX1VJ
407.23,50,desserts,morbi tristique senectus,Cum sociis,FRS54HYQ8IG
673.71,16,cereals,nec,neque. Nullam nisl.,FIS53JKC5GD
231.30,43,seafood,odio.,"dui, semper",YQS94TCK8ZO
517.20,38,noodles,mauris ut,cursus,RRE98MGU7JL
434.89,40,desserts,"euismod ac,",sit amet ultricies,ODL26QOU0TI
312.70,43,stews,"non,","est,",EHE64IIX7FR
811.00,42,sandwiches,cubilia Curae; Donec,malesuada,HNC22NSC3PU
684.79,32,salads,"sit amet, risus.",tincidunt tempus risus.,MVP26QFM6XC
213.21,32,pasta,a,lacus. Cras interdum.,GRM40KXB1MS
109.60,50,noodles,"ac facilisis facilisis,",dolor. Nulla semper,EET08LOD5TK
541.39,14,noodles,"tristique ac,",a,CYG91IIW4SE
343.77,10,cereals,Fusce fermentum fermentum,metus.,XGZ72RED3JU
3.65,15,seafood,velit justo nec,Donec egestas.,PAU39CVA1KN
454.47,11,salads,vel arcu,lectus ante,HVE91GQN8OE
234.25,9,salads,ultrices iaculis,Sed,LRG11UZM8YV
763.69,20,noodles,mus.,nisi,UDF84FTU5AU
544.11,27,stews,"convallis,",eu tellus.,JQY14AZY2QT
869.94,12,soups,sed pede.,lacus.,BXD18JFP7HS
282.39,46,noodles,"quis,",parturient,KRQ66OUJ2OM
298.92,9,stews,metus. Aenean,"enim, gravida",GOI08GFI4AM
933.13,27,sandwiches,amet massa. Quisque,"eu, accumsan sed,",WPE93QGP3LY
498.07,21,soups,sollicitudin adipiscing ligula.,ante.,VVY05AHV6OM
373.79,40,sandwiches,egestas. Duis ac,lacinia,VYL59TOV9JX
721.21,21,cereals,nisl,nec urna suscipit,QRI93ITO6PE
156.01,27,sandwiches,"at, velit.","quam, elementum",BXX15PFL0HO
844.68,24,cereals,tempus,"sed consequat auctor,",XFA36TZA6HF
198.45,40,cereals,arcu,"ut, nulla. Cras",YFS22VGJ6UV
112.91,13,stews,ipsum dolor,"nec, euismod in,",TTC22MWI3KL
228.49,4,desserts,sed,rutrum,ROE81AHR1RT
224.86,5,pies,Nam,feugiat. Sed,VSS00XTM9QP
539.13,31,seafood,"imperdiet non, vestibulum","risus odio,",AMG93OWB8FH
63.70,11,soups,Lorem,tincidunt tempus risus.,PNE95SJF9WL
557.86,43,soups,urna.,mauris,ESD24TVG6XA
298.86,4,soups,Duis dignissim tempor,"feugiat nec, diam.",XDS51CME7XG
458.92,41,soups,vitae purus,arcu,ULB65QQH2OQ
393.31,5,salads,purus. Maecenas,Aliquam,ESW68GRT7KN
193.30,13,pies,malesuada. Integer,"semper egestas,",FBA70IHT1MU
790.38,15,seafood,egestas. Fusce,"Aliquam tincidunt,",OCU33MUU9XQ
920.62,40,noodles,Phasellus dolor,elit.,HWZ69ERX7FC
254.91,8,pies,augue eu,tincidunt adipiscing. Mauris,FNB41VAZ8FD
20.89,24,desserts,vel,"imperdiet nec, leo.",BGJ94ZVD4OQ
639.84,31,noodles,nec urna suscipit,"semper et,",OEU36OJH6OA
281.90,33,pies,orci. Ut,Fusce mollis. Duis,STB28PSK9IF
447.65,1,sandwiches,sapien.,magna. Ut,HWP39GZS6QK
832.21,25,noodles,Morbi,"lorem, luctus ut,",OFC09JOW7TW
755.54,18,pies,pede,ornare sagittis,ZMM64PTM9CP
37.49,4,desserts,non,"est, congue a,",QBA46TCE7AA
302.40,21,seafood,mus.,a sollicitudin orci,MWJ82XQC6JP
969.27,17,soups,"ornare, libero at","malesuada ut, sem.",FDM38MUR2ND
793.83,23,salads,Duis a,Morbi quis,YMC35KAK9ZK
968.26,12,sandwiches,"risus,",ac mattis velit,GJI84IEI3JW
201.05,19,desserts,tortor. Integer,"velit dui,",OSP63EVA6VJ
360.95,39,desserts,"eu, eleifend nec,","sed,",HHI35GRR3NY
983.05,19,soups,non nisi.,Curabitur,MIB19RFV4FE
597.13,18,desserts,magna.,arcu. Sed,OSO57YDH5UF
993.51,22,sandwiches,"est mauris, rhoncus",lobortis augue,EZG18JAR7TA
897.69,7,sandwiches,penatibus et magnis,Nulla,QRN37OQZ8DD
540.69,22,seafood,dui. Fusce,eu,MAO98IPQ4SB
104.49,16,pies,feugiat tellus lorem,"pede, nonummy",LGK14UGU0XY
95.78,25,seafood,In,ut dolor dapibus,QUT69IOF0HD
228.49,20,desserts,malesuada,"facilisis vitae, orci.",QUV61RNC6WD
247.39,44,stews,consectetuer mauris,amet ante.,AGV49OSZ1YN
951.38,15,noodles,"fermentum risus, at",at arcu.,XPR05HII5WK
816.66,12,pasta,Cras lorem,tincidunt,BLB02NOC7CX
477.46,45,cereals,turpis. Nulla,eros. Proin ultrices.,QRA71GLJ4BT
203.84,41,seafood,aliquet libero. Integer,pede nec,YGG25XCD8CH
353.15,28,noodles,"mi enim,",sem ut dolor,SDO10WQM8YC
958.03,5,pies,ullamcorper. Duis,id enim.,JAW92TYF0IE
14.32,42,salads,Praesent,dictum augue,XPW53SMS1NH
652.00,7,pies,eget,fringilla euismod,JDD62GNQ3XG
46.25,16,desserts,nascetur ridiculus mus.,"diam nunc,",CJM72TJY1IB
856.29,49,cereals,"justo faucibus lectus,",ipsum sodales,UTD40GCQ5YM
950.01,23,pies,tincidunt tempus,"imperdiet nec, leo.",PCP04LCZ9KF
69.08,8,noodles,ipsum,"elementum,",ATA75BYH0DS
127.02,22,seafood,dui,orci. Ut,NPA81IUX7BH
474.36,49,seafood,nibh. Phasellus nulla.,"varius orci, in",HSL75HXA4PB
614.39,7,cereals,Duis dignissim,purus mauris,FFG29SIL7HR
738.87,5,soups,Aliquam,lobortis,NNA18XRI8VM
758.72,40,pies,Sed auctor odio,bibendum fermentum metus.,WUI94NKM6DG
562.07,47,salads,ipsum porta,"a ultricies adipiscing,",UWN73ALE7YD
993.36,35,desserts,nisl. Quisque fringilla,non,XZS16MBG0MI
837.08,44,desserts,lobortis mauris.,Suspendisse ac metus,LRP29VAD1TZ
209.00,14,pies,ante. Vivamus,nec,RAN07VZS8HH
809.86,18,desserts,"risus odio,","erat,",JOA73MIG6CZ
620.50,10,seafood,arcu et,ligula. Aenean gravida,HWC73EJA5CL
594.55,40,stews,enim consequat,sapien imperdiet ornare.,QWD91JFB2FB
68.57,16,cereals,Etiam,ipsum primis in,IJF50FOJ9IR
647.79,12,pies,gravida,Cras,FXV92LTS5YG
776.34,20,pasta,tristique,vel,RDO97JFG5VV
855.49,49,soups,tempor erat neque,faucibus orci luctus,XHL65BRA7KI
110.59,39,seafood,"a,",risus. Duis,QOM49UQR4BE
751.92,23,seafood,quam,Cras,KEF13QYD0BP
48.27,44,pies,"at,","eu, eleifend nec,",DRW14UUR1DN
382.48,29,cereals,dui augue,"ultricies adipiscing, enim",JOM90QMP0DK
861.44,13,noodles,amet,arcu,UBO84BJC9IH
757.20,12,noodles,est. Mauris eu,"sagittis augue, eu",ZJP72ACI0SW
152.69,18,soups,suscipit nonummy. Fusce,magna a,IHI03AGX6OK
778.76,3,cereals,"varius ultrices, mauris",Phasellus libero,OFK01ENC9EX
178.08,26,salads,"et,",euismod urna.,EKF04TKC5BO
826.74,16,cereals,Phasellus nulla. Integer,semper tellus id,LNL99LVI4EA
709.55,30,desserts,egestas ligula. Nullam,nec,PHD58MTF0NA
6.87,7,noodles,feugiat,nulla at sem,THK97INV8UX
249.03,28,seafood,molestie,Nunc,UPT26FVH7DR
664.13,41,soups,"id, erat.",neque.,FTL62JXE0CG
269.99,18,soups,Nulla dignissim. Maecenas,dolor,YYC17DMA3DI
706.38,31,seafood,Duis,"sodales purus,",YNT64DBZ1BB
774.94,27,pies,in,adipiscing.,KVH90BGS1JY
409.70,50,salads,sit,"purus, in",EDL96EGY6ZP
833.54,25,pasta,"urna convallis erat,",consequat enim diam,IEY68XOY2GC
736.55,46,noodles,"et, rutrum eu,",non sapien molestie,NMD72EXZ1IX
761.89,31,sandwiches,"id,","mi felis,",BNA72XQY4PQ
392.16,20,pasta,"sapien, cursus","vel, vulputate",XRU33XCO1SX
877.50,41,pies,"viverra. Donec tempus,",velit. Quisque varius.,EGB17XEP8KV
963.00,3,soups,tempus risus. Donec,id sapien.,RMC19ZJK8NS
288.58,38,sandwiches,"nec, imperdiet nec,",tellus id,IGC14ZST6GH
866.44,29,seafood,posuere cubilia Curae;,"cursus, diam",EYP52SRW4YB
929.87,31,noodles,Integer,"montes, nascetur",QUV12FIM3DE
266.92,33,desserts,"a,",In,JIX24NJP8RY
539.86,13,salads,rutrum magna. Cras,lobortis,KSJ75ASQ5NI
286.51,40,pasta,"ut, molestie",ut,DRU81SRA2GR
700.13,12,sandwiches,nisi. Cum sociis,iaculis aliquet,JJR23VLA4TN
799.10,8,pasta,Aenean,Sed dictum. Proin,KCQ37WNK7DG
810.70,38,seafood,justo,augue id ante,TTY47CQR6SW
119.85,17,salads,"consectetuer, cursus",turpis,NVC64UIM1XS
303.08,30,cereals,Cum sociis,quis,SXS80HWM8KR
825.31,12,salads,nulla. In,ligula. Nullam,DPC99OAM1IH
790.80,33,stews,ipsum.,aliquam,MRH57HPP2SX
54.97,38,soups,Lorem ipsum dolor,Nam,GWI76TSH5TD
63.77,43,cereals,consectetuer adipiscing,"nec,",PLQ69DDM9PK
931.76,3,noodles,scelerisque,non,AFV93PSJ2QJ
108.53,47,noodles,fringilla euismod enim.,"ultrices,",FVV03SWB9TC
397.61,48,stews,lorem ac,sem eget massa.,GZM17CAZ1WM
313.81,45,sandwiches,est. Nunc,ullamcorper.,UAO37ETG8MI
60.80,31,seafood,nibh vulputate,diam,UGZ97JTW6SA
503.72,19,soups,nulla. Donec,enim.,LZI18REE9SJ
422.53,2,salads,in sodales,nisi,FBR14ZXA6YW
552.99,9,salads,neque,Ut tincidunt vehicula,STF37FHV0TK
557.97,32,pasta,erat nonummy,"fermentum vel, mauris.",RPX28YNH7OH
612.26,12,pasta,arcu. Curabitur ut,tempor,TGC73YTP7LC
310.28,18,stews,"vulputate eu, odio.",mollis,DWN32LJU7MR
253.02,43,seafood,Fusce mollis.,Donec,INQ57SHR6ZI
236.48,49,soups,"eget,",tempor erat,SAJ92YSJ3LM
437.91,45,stews,interdum. Sed,"et, euismod",BMG59VEG2QD
731.55,44,pies,pede. Praesent eu,urna,LZA00AQG7KD
678.62,37,seafood,Morbi quis,Donec,RIV16KTQ7AF
248.77,48,sandwiches,tellus,scelerisque scelerisque dui.,GCO06ZQR0XU
407.13,4,salads,pellentesque.,neque,CIP41AGA2WP
409.19,3,sandwiches,massa lobortis ultrices.,sed sem egestas,XBW09MOO3QK
228.18,47,pies,"placerat, augue.",tellus.,SWK20GBR0FH
533.73,22,seafood,eget lacus.,libero,OQL26RVT7KM
984.01,2,soups,eu dolor,ridiculus mus.,KHV79BCA3IL
129.99,41,pasta,quis turpis,"pellentesque a, facilisis",FQX11ZYQ5TQ
262.79,16,desserts,convallis convallis dolor.,"mollis non,",IIE64EJA3LI
917.64,49,sandwiches,velit eu sem.,semper,KHZ26RQB3AL
845.91,7,noodles,non massa non,magna. Ut,KCD11YNU7SM
173.55,31,soups,sociis natoque,Ut,UTU33YLZ7JY
254.26,38,seafood,arcu. Curabitur ut,"elit, a",LNY06HVG3WD
290.48,17,seafood,luctus aliquet odio.,enim.,IAB94TVN6XX
390.82,8,soups,"varius ultrices,",dolor,SWX18OJA0NR
961.09,23,desserts,Duis,"Quisque imperdiet, erat",QBZ81EZQ1ZZ
266.62,26,seafood,augue ac ipsum.,mattis,BCQ46GHF2ZF
370.18,45,sandwiches,ante. Vivamus,malesuada augue ut,FVI20YSF4PW
147.07,45,cereals,eget,"nec, leo.",MRH14CSV8FK
893.66,48,stews,"Fusce diam nunc,",quam,QKS21GEM5SP
900.62,5,salads,vestibulum,nonummy ipsum,MQN27YPU1VZ
29.63,30,noodles,"orci, consectetuer euismod",Mauris,VZX48BNU9FM
935.38,27,noodles,"congue, elit",erat volutpat.,SLD02GRE9WN
175.47,21,desserts,pede. Nunc,augue.,KQI59LKY5LP
151.85,14,desserts,natoque penatibus et,Cras convallis convallis,WLP47VXE1UF
217.17,24,pies,diam,Sed id risus,ZDY89KYI5JF
581.21,30,cereals,Sed nec metus,libero.,GFJ45UCS0AH
300.69,17,seafood,a,"tempor, est",YSS91ZNH0SJ
711.13,45,cereals,"cursus in, hendrerit",convallis,FJF78GLS1BE
407.52,30,soups,"est, mollis","quis, pede.",MSS93JUV2MR
518.23,21,soups,"nec, euismod",Aenean sed,KWO55FMV2OJ
60.49,21,cereals,pellentesque,"sem, consequat nec,",JFV65NAA0YH
582.33,23,sandwiches,"iaculis,",non,THU06NNP0LI
509.81,26,salads,"at,",nunc,HRY81QWF3NB
